Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud Reserva;Texto_Cajetines;Longitud;Latitud
440432,5300000000;4478438,0400000000;28-05-2009;06  TETUÁN;06-02 CUATRO CAMINOS;MERCEDES, CALLE, DE LAS;2;CargayDescarga;Línea;3;15;Laborables de 08:00 a 14:00 y de 16:30 a 19:00  ;-3.7025172460;40.4544712230
441069,9900000000;4478091,7100000000;01-01-1900;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;24;CargayDescarga;Línea;3;13,6;Laborables de 08:00 a 14:00 y de 16:30 a 19:00  ;-3.6949678400;40.4513975340
441062,9400000000;4478003,5600000000;01-01-1900;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;21;CargayDescarga;Línea;4;19,8;Laborables de 08:00 a 14:00 y de 16:30 a 19:00  ;-3.6950426680;40.4506029560
441008,7100000000;4477605,0600000000;05-02-2015;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;3;CargayDescarga;Línea;2;12,6;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.6956451910;40.4470088490
441034,9100000000;4477678,5200000000;07-06-2019;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;4;CargayDescarga;Línea;4;20;Laborables de 09:00 a 20:00 ;-3.6953430700;40.4476726210
440368,4300000000;4477939,7700000000;01-01-1900;06  TETUÁN;06-02 CUATRO CAMINOS;PALENCIA, CALLE, DE;1;CargayDescarga;Línea;2;13,4;Laborables de 08:00 a 14:00 y de 16:30 a 19:00  ;-3.7032264540;40.4499782600
440538,7600000000;4477917,3900000000;01-07-2010;06  TETUÁN;06-02 CUATRO CAMINOS;PALENCIA, CALLE, DE;31;CargayDescarga;Línea;3;13,9;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.7012158870;40.4497892990
440392,6800000000;4477935,8700000000;26-01-2017;06  TETUÁN;06-02 CUATRO CAMINOS;PALENCIA, CALLE, DE;7;CargayDescarga;Línea;2;10,9;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.7029400890;40.4499450290
440772,7100000000;4478044,0600000000;05-06-2000;06  TETUÁN;06-02 CUATRO CAMINOS;REINA MERCEDES, CALLE, DE LA;14;CargayDescarga;Línea;3;7,1;Laborables de 08:00 a 14:00 y de 16:30 a 19:00  ;-3.6984689560;40.4509469600
440886,8500000000;4478513,9000000000;16-03-2022;06  TETUÁN;06-02 CUATRO CAMINOS;SAN AMARO, PLAZA, DE;1;CargayDescarga;Línea;3;7,6;Laborables de 8 a 14.30 h excepto carga y descarga en línea;-3.6971666800;40.4551870200
440487,3800000000;4478638,6400000000;28-05-2009;06  TETUÁN;06-02 CUATRO CAMINOS;SAN ENRIQUE, CALLE, DE;2;CargayDescarga;Línea;3;15;Laborables de 09:00 a 20:00 ;-3.7018892850;40.4562828590
440688,1500000000;4478714,9600000000;01-01-1900;06  TETUÁN;06-02 CUATRO CAMINOS;SAN GERMÁN, CALLE, DE;43;CargayDescarga;Línea;3;15;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.6995288130;40.4569845030
440395,5700000000;4478138,6200000000;28-05-2009;06  TETUÁN;06-02 CUATRO CAMINOS;TERUEL, CALLE, DE;1;CargayDescarga;Línea;3;14;Laborables de 09:00 a 14:00 y de 16:30 a 20:00 ;-3.7029251350;40.4517718470
441433,9800000000;4478679,3600000000;20-03-2000;06  TETUÁN;06-03 CASTILLEJOS;CASTELLANA, PASEO, DE LA;113;CargayDescarga;Línea;3;15,9;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 maximo 30 minutos ;-3.6907297860;40.4567168170
441471,2700000000;4479130,3400000000;28-12-2011;06  TETUÁN;06-03 CASTILLEJOS;CASTELLANA, PASEO, DE LA;151;CargayDescarga;Línea;3;15;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.6903314650;40.4607820670
441122,3400000000;4479159,7200000000;02-07-2010;06  TETUÁN;06-03 CASTILLEJOS;FRANCISCO GERVAS, CALLE, DE;18;CargayDescarga;Línea;3;15;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.6944495420;40.4610217930
440669,5400000000;4478930,8000000000;28-05-2009;06  TETUÁN;06-03 CASTILLEJOS;FRANCISCO MEDRANO, CALLE, DE;1;CargayDescarga;Línea;2;10;Laborables de 09:00 a 14:00 y de 16:30 a 20:00 ;-3.6997684240;40.4589275740
440913,4900000000;4479156,9800000000;04-08-2009;06  TETUÁN;06-03 CASTILLEJOS;GENERAL MARGALLO, CALLE, DEL;11;CargayDescarga;Línea;4;18,9;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.6969123440;40.4609828310
441015,2400000000;4479119,7900000000;27-03-2013;06  TETUÁN;06-03 CASTILLEJOS;GENERAL MARGALLO, CALLE, DEL;23;CargayDescarga;Línea;2;12;Laborables de lunes a viernes de 16:30 a 20:00 ;-3.6957088460;40.4606542970
440959,4400000000;4478951,1000000000;15-10-2013;06  TETUÁN;06-03 CASTILLEJOS;HERMANO GARATE, CALLE, DEL;13;CargayDescarga;Batería;1;12,5;Laborables de 08:00 a 17:00 ;-3.6963513040;40.4591309170
441270,1600000000;4479509,1100000000;17-10-1996;06  TETUÁN;06-03 CASTILLEJOS;INFANTA MERCEDES, CALLE, DE LA;100;CargayDescarga;Línea;4;16;Laborables de 08:00 a 14:00 y de 16:30 a 19:00  ;-3.6927384040;40.4641802800
440931,7100000000;4479006,8400000000;02-07-2020;06  TETUÁN;06-03 CASTILLEJOS;INFANTA MERCEDES, CALLE, DE LA;58;CargayDescarga;Línea;4;20,1;Laborables de 08:00 a 22:00 ;-3.6966835050;40.4596311090
441026,8500000000;4479500,5500000000;08-04-2009;06  TETUÁN;06-03 CASTILLEJOS;OÑATE, CALLE, DE;2;CargayDescarga;Línea;2;10;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.6956073180;40.4640853980
441131,0800000000;4479051,7900000000;16-07-2012;06  TETUÁN;06-03 CASTILLEJOS;ORENSE, CALLE, DE;83;CargayDescarga;Línea;4;20,3;Laborables de 08:00 a 14:00 ;-3.6943363260;40.4600503430
441115,2000000000;4478696,5800000000;14-06-2017;06  TETUÁN;06-03 CASTILLEJOS;ORENSE, CALLE, DE;44;CargayDescarga;Línea;6;15,1;Lunes a sabado de 08:00 a 15:00 ;-3.6944907380;40.4568494570
440920,9300000000;4479351,1500000000;28-05-2009;06  TETUÁN;06-03 CASTILLEJOS;PEDRO VILLAR, CALLE, DE;1;CargayDescarga;Línea;2;11,7;Laborables de 09:00 a 20:00 ;-3.6968427870;40.4627319000
441376,7600000000;4479415,3200000000;14-04-2011;06  TETUÁN;06-03 CASTILLEJOS;POETA JOAN MARAGALL, CALLE, DEL;62;CargayDescarga;Línea;3;15;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.6914724540;40.4633426730
441294,9100000000;4478655,5200000000;15-06-2000;06  TETUÁN;06-03 CASTILLEJOS;POETA JOAN MARAGALL, CALLE, DEL;17;CargayDescarga;Línea;3;15,7;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.6923676430;40.4564921030
441303,0900000000;4478755,2000000000;23-12-2013;06  TETUÁN;06-03 CASTILLEJOS;POETA JOAN MARAGALL, CALLE, DEL;19 B;CargayDescarga;Batería;3;15,1;Laborables de 08:00 a 19:00 ;-3.6922803810;40.4573907870
440984,8300000000;4479438,8100000000;10-06-2014;06  TETUÁN;06-03 CASTILLEJOS;ROSA DE SILVA, CALLE, DE;1;CargayDescarga;Línea;2;10;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.6960971400;40.4635262480
441211,7100000000;4479299,9100000000;04-08-2010;06  TETUÁN;06-03 CASTILLEJOS;ROSARIO PINO, CALLE, DE;18;CargayDescarga;Línea;3;19;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.6934084210;40.4622908370
441038,1700000000;4479891,1100000000;08-10-2019;06  TETUÁN;06-04 ALMENARA;ANTONIO, CALLE, DE;25 B;CargayDescarga;Línea;2;8,7;Lunes a viernes de 09:00 a 20:00 sabados 09:00 a 14:00 ;-3.6955100870;40.4676047340
441693,5800000000;4480514,0500000000;09-03-2007;06  TETUÁN;06-04 ALMENARA;CASTELLANA, PASEO, DE LA;247;CargayDescarga;Línea;3;15;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.6878368640;40.4732629790
441446,4200000000;4480194,5900000000;20-09-2012;06  TETUÁN;06-04 ALMENARA;CEDROS, CALLE, DE LOS;63;CargayDescarga;Línea;3;16,4;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.6907227960;40.4703672500
441341,6100000000;4479669,0800000000;11-12-2013;06  TETUÁN;06-04 ALMENARA;CONDE DEL SERRALLO, CALLE, DEL;1 A;CargayDescarga;Línea;3;15,2;Laborables de 08:00 a 17:00 ;-3.6919104800;40.4656260240
441048,7300000000;4479746,3500000000;24-03-2010;06  TETUÁN;06-04 ALMENARA;FRANCISCO CABO, CALLE, DE;5;CargayDescarga;Línea;3;17,5;Laborables de 09:00 a 20:00 ;-3.6953721190;40.4663015410
441348,4600000000;4480254,1600000000;25-10-2010;06  TETUÁN;06-04 ALMENARA;MARTIRES DE LA VENTILLA, CALLE, DE LOS;41;CargayDescarga;Línea;3;15;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.6918837230;40.4708973500
440983,1700000000;4480198,3100000000;17-10-2013;06  TETUÁN;06-04 ALMENARA;MONTOYA, CALLE, DE;42;CargayDescarga;Línea;2;12;Laborables de 08:00 a 17:00 ;-3.6961874380;40.4703682240
441071,6600000000;4480534,8300000000;16-12-2020;06  TETUÁN;06-04 ALMENARA;NADOR, CALLE, DE;S/N;CargayDescarga;Línea;2;10;Laborables de lunes a sabado de 07:00 a 16:00 ;-3.6951749070;40.4734059890
441264,2800000000;4479655,7800000000;01-01-1900;06  TETUÁN;06-04 ALMENARA;NARDO, CALLE, DEL;2;CargayDescarga;Línea;6;14,2;Laborables de 08:00 a 12:00 y de 16:30 a 19:00 ;-3.6928213680;40.4655009470
441289,3400000000;4480043,0200000000;06-10-2011;06  TETUÁN;06-04 ALMENARA;SAN BENITO, CALLE, DE;22;CargayDescarga;Línea;3;15,1;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.6925617040;40.4689909480
441079,3200000000;4479654,5800000000;02-12-2009;06  TETUÁN;06-04 ALMENARA;SIMANCAS, CALLE, DE;1;CargayDescarga;Línea;6;30;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.6950028480;40.4654769400
441457,1600000000;4480102,8800000000;01-07-2010;06  TETUÁN;06-04 ALMENARA;VINCA, CALLE, DE LA;5;CargayDescarga;Línea;2;8;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.6905876350;40.4695423050
440764,5500000000;4480259,6300000000;21-11-2020;06  TETUÁN;06-04 ALMENARA;YEROS, CALLE, DEL;9;CargayDescarga;Línea;1;10,2;Lunes a viernes de 07:00 a 20:00 sabados de 07:00 a 14:00 ;-3.6987718790;40.4709047990
440453,2300000000;4480144,6400000000;14-04-2020;06  TETUÁN;06-05 VALDEACEDERAS;ARROYO, CALLE, DEL;30;CargayDescarga;Línea;2;10,8;Laborables de 08:00 a 19:00 ;-3.7024333080;40.4698466030
440880,1400000000;4479390,4500000000;10-01-2005;06  TETUÁN;06-05 VALDEACEDERAS;AZUCENAS, CALLE, DE LAS;2;CargayDescarga;Línea;2;18;Laborables de 09:00 a 20:00 ;-3.6973274520;40.4630827790
440775,6600000000;4479433,7400000000;05-06-2018;06  TETUÁN;06-05 VALDEACEDERAS;AZUCENAS, CALLE, DE LAS;20;CargayDescarga;Línea;3;14,4;Laborables de 09:00 a 21:00 ;-3.6985638380;40.4634659730
440636,8500000000;4479689,6800000000;15-11-2009;06  TETUÁN;06-05 VALDEACEDERAS;CAPITAN BLANCO ARGIBAY, CALLE, DEL;50;CargayDescarga;Batería;5;13;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.7002249000;40.4657615860
440443,0000000000;4479777,3900000000;15-11-2009;06  TETUÁN;06-05 VALDEACEDERAS;CAPITAN BLANCO ARGIBAY, CALLE, DEL;90;CargayDescarga;Batería;3;10;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.7025195950;40.4665373130
440547,1800000000;4479728,3100000000;07-07-2010;06  TETUÁN;06-05 VALDEACEDERAS;CAPITAN BLANCO ARGIBAY, CALLE, DEL;66;CargayDescarga;Batería;3;7;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.7012861320;40.4661030690
440997,5700000000;4479569,2700000000;15-11-2009;06  TETUÁN;06-05 VALDEACEDERAS;CAPITAN BLANCO ARGIBAY, CALLE, DEL;8;CargayDescarga;Batería;1;3;Laborables de 08:00 a 20:00 ;-3.6959591140;40.4647020720
440823,6500000000;4479621,8300000000;15-11-2009;06  TETUÁN;06-05 VALDEACEDERAS;CAPITAN BLANCO ARGIBAY, CALLE, DEL;23;CargayDescarga;Batería;3;13,5;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.6980152880;40.4651635330
440794,6600000000;4479404,4200000000;07-09-2012;06  TETUÁN;06-05 VALDEACEDERAS;CEUTA, CALLE, DE;27;CargayDescarga;Línea;3;15;Laborables de 08:00 a 14:00 ;-3.6983370040;40.4632032150
440763,1800000000;4479304,8500000000;18-05-2015;06  TETUÁN;06-05 VALDEACEDERAS;CEUTA, CALLE, DE;19;CargayDescarga;Línea;3;16,7;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.6986988840;40.4623038430
440711,2700000000;4479209,8200000000;03-09-2019;06  TETUÁN;06-05 VALDEACEDERAS;CEUTA, CALLE, DE;2;CargayDescarga;Línea;6;31,2;Laborables de 06:00 a 20:30 ;-3.6993022660;40.4614444630
440839,9300000000;4479315,8900000000;28-05-2009;06  TETUÁN;06-05 VALDEACEDERAS;CONDE DE VALLELLANO, CALLE, DEL;1;CargayDescarga;Línea;3;13;Laborables de 09:00 a 20:00 ;-3.6977948140;40.4624091530
440262,1600000000;4480130,7400000000;06-10-2018;06  TETUÁN;06-05 VALDEACEDERAS;DIRECCION, PASEO, DE LA;322;CargayDescarga;Línea;3;14,2;Lunes a viernes de 07:00 a 20:00 sabados de 07:00 a 14:00 ;-3.7046858340;40.4697077750
440084,7000000000;4480131,4300000000;29-12-2016;06  TETUÁN;06-05 VALDEACEDERAS;DIRECCION, PASEO, DE LA;296;CargayDescarga;Línea;2;10,5;Lunes a viernes de 08:00 a 20:00  sabados 08:00 a 14:00 ;-3.7067791360;40.4697010720
440351,0600000000;4479832,6800000000;25-10-2012;06  TETUÁN;06-05 VALDEACEDERAS;ESPERANZA SANCHEZ CARRASCOSA, CALLE, DE;2;CargayDescarga;Línea;2;12;Laborables de 08:00 a 14:00 ;-3.7036091320;40.4670292550
440699,4100000000;4479637,4700000000;04-05-2021;06  TETUÁN;06-05 VALDEACEDERAS;FRAY JUNIPERO SERRA, CALLE, DE;34;CargayDescarga;Línea;4;20,5;Laborables de 08:00 a 20:00 ;-3.6994822320;40.4652958290
440245,7800000000;4480109,3500000000;06-10-2018;06  TETUÁN;06-05 VALDEACEDERAS;ISABEL SERRANO, CALLE, DE;18;CargayDescarga;Línea;1;6,7;Lunes a viernes de 07:00 a 20:00 sabados de 07:00 a 14:00 ;-3.7048770300;40.4695140580
440731,0000000000;4479167,0800000000;07-03-2012;06  TETUÁN;06-05 VALDEACEDERAS;MARQUES DE VIANA, CALLE, DEL;4;CargayDescarga;Batería;14;35,4;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 maximo 30 minutos ;-3.6990655770;40.4610607540
440388,8700000000;4479405,8100000000;19-09-2013;06  TETUÁN;06-05 VALDEACEDERAS;MARQUES DE VIANA, CALLE, DEL;58;CargayDescarga;Línea;2;12;Laborables de 08:00 a 15:00 ;-3.7031230920;40.4631865990
440992,8900000000;4479610,9900000000;27-12-1999;06  TETUÁN;06-05 VALDEACEDERAS;MONASTERIO DE LEYRE, CALLE, DEL;2;CargayDescarga;Línea;3;14,1;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.6960181860;40.4650776460
440796,5400000000;4479959,5500000000;09-03-2022;06  TETUÁN;06-05 VALDEACEDERAS;PINOS ALTA, CALLE, DE;62;CargayDescarga;Batería;6;15;;-3.6983666250;40.4682039900
440673,1800000000;4479890,4200000000;16-01-2010;06  TETUÁN;06-05 VALDEACEDERAS;PLATANO, CALLE, DEL;15;CargayDescarga;Línea;3;15,1;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.6998152350;40.4675725340
440690,0600000000;4479025,8600000000;30-06-1998;06  TETUÁN;06-06 BERRUGUETE;ALGODONALES, CALLE, DE LOS;1;CargayDescarga;Línea;3;15;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.6995352880;40.4597852920
440597,1700000000;4479084,5400000000;08-10-2019;06  TETUÁN;06-06 BERRUGUETE;ALGODONALES, CALLE, DE LOS;13;CargayDescarga;Línea;1;5;Laborables de 09:00 a 20:00 ;-3.7006362260;40.4603077150
440047,4900000000;4478898,6800000000;11-02-2002;06  TETUÁN;06-06 BERRUGUETE;ALONSO NUÑEZ, CALLE, DE;1;CargayDescarga;Línea;3;11,3;Laborables de 09:00 a 20:00 ;-3.7071015960;40.4585935400
439904,3200000000;4478876,7600000000;20-11-2012;06  TETUÁN;06-06 BERRUGUETE;DIRECCION, PASEO, DE LA;23;CargayDescarga;Línea;2;17,5;Lunes a viernes de 08:00 a 14:00 y de 16:30 a 19:00  ;-3.7087879830;40.4583856710
440008,5400000000;4479092,8500000000;19-04-2013;06  TETUÁN;06-06 BERRUGUETE;DIRECCION, PASEO, DE LA;50;CargayDescarga;Línea;2;9;Laborables de 08:00 a 14:00 ;-3.7075792140;40.4603403740
439857,7500000000;4478734,6900000000;21-03-2011;06  TETUÁN;06-06 BERRUGUETE;FRANCOS RODRIGUEZ, CALLE, DE;72;CargayDescarga;Línea;3;15,4;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.7093236980;40.4571026470
440130,0400000000;4478683,3500000000;30-01-1997;06  TETUÁN;06-06 BERRUGUETE;FRANCOS RODRIGUEZ, CALLE, DE;48;CargayDescarga;Línea;3;15,1;Laborables de 09:00 a 20:00 ;-3.7061077440;40.4566597500
440019,3100000000;4478690,4300000000;07-01-2003;06  TETUÁN;06-06 BERRUGUETE;FRANCOS RODRIGUEZ, CALLE, DE;58;CargayDescarga;Línea;2;11,4;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.7074141450;40.4567152700
440275,8300000000;4478596,1300000000;30-07-2010;06  TETUÁN;06-06 BERRUGUETE;FRANCOS RODRIGUEZ, CALLE, DE;26;CargayDescarga;Línea;5;25,1;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.7043801610;40.4558847100
440372,2800000000;4478436,7100000000;28-05-2009;06  TETUÁN;06-06 BERRUGUETE;FRANCOS RODRIGUEZ, CALLE, DE;2;CargayDescarga;Línea;3;15;Laborables de 09:00 a 20:00   ;-3.7032277710;40.4544555240
440338,5000000000;4478519,9900000000;30-07-2010;06  TETUÁN;06-06 BERRUGUETE;FULGENCIO DE MIGUEL, CALLE, DE;6;CargayDescarga;Línea;3;15;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.7036339410;40.4552035210
439968,2600000000;4478794,4600000000;04-08-2020;06  TETUÁN;06-06 BERRUGUETE;JOSE CALVO, CALLE, DE;9;CargayDescarga;Línea;5;20;De 08:00 a 24:00 ;-3.7080261210;40.4576485610
440463,8300000000;4478747,0100000000;01-01-1900;06  TETUÁN;06-06 BERRUGUETE;LOPE DE HARO, CALLE, DE;1;CargayDescarga;Línea;3;15,1;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.7021771960;40.4572573450
440272,7700000000;4478692,5500000000;20-04-1998;06  TETUÁN;06-06 BERRUGUETE;LOPE DE HARO, CALLE, DE;32;CargayDescarga;Línea;7;36,5;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.7044253100;40.4567528560
440375,2600000000;4478729,1500000000;21-12-2013;06  TETUÁN;06-06 BERRUGUETE;LOPE DE HARO, CALLE, DE;18;CargayDescarga;Línea;3;15,1;Laborables de 08:00 a 17:00  ;-3.7032200940;40.4570896980
439909,8600000000;4478782,4900000000;28-05-2019;06  TETUÁN;06-06 BERRUGUETE;LORENZANA, CALLE, DE;12;CargayDescarga;Línea;2;10;Lunes a viernes de 09:00 a 20:00 ;-3.7087136130;40.4575367190
440607,5400000000;4478940,8100000000;08-05-1998;06  TETUÁN;06-06 BERRUGUETE;MARIA ZAYAS, CALLE, DE;2;CargayDescarga;Línea;2;14,1;Laborables de 09:00 a 14:00 y de 16:30 a 20:00 ;-3.7005004350;40.4590132890
440343,8500000000;4478622,2700000000;01-01-1900;06  TETUÁN;06-06 BERRUGUETE;MARIANO FERNANDEZ, CALLE, DE;12;CargayDescarga;Línea;4;20,9;Laborables de 09:00 a 20:00 ;-3.7035804840;40.4561246080
440422,8900000000;4478620,6500000000;19-02-2016;06  TETUÁN;06-06 BERRUGUETE;MARIANO FERNANDEZ, CALLE, DE;2;CargayDescarga;Línea;2;12,5;Laborables de 08:00 a 14:00 ;-3.7026481670;40.4561162420
440430,6600000000;4479355,1800000000;21-11-2020;06  TETUÁN;06-06 BERRUGUETE;MARQUES DE VIANA, CALLE, DEL;57;CargayDescarga;Línea;2;12,8;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.7026254780;40.4627334470
440471,3800000000;4478877,0100000000;12-12-2005;06  TETUÁN;06-06 BERRUGUETE;NUESTRA SEÑORA DEL CARMEN, CALLE, DE;7;CargayDescarga;Línea;3;14,4;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.7021003050;40.4584291590
440423,5000000000;4478984,3400000000;14-04-2020;06  TETUÁN;06-06 BERRUGUETE;NUESTRA SEÑORA DEL CARMEN, CALLE, DE;22;CargayDescarga;Línea;3;14,1;Laborables de 08:00 a 19:00 ;-3.7026750960;40.4593922430
439722,9400000000;4478852,0200000000;14-05-2015;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;4;CargayDescarga;Línea;2;10;Laborables de 08:00 a 17:00 ;-3.7109246570;40.4581494980
439988,5800000000;4479017,9400000000;26-10-1995;06  TETUÁN;06-06 BERRUGUETE;PEDRO TEZANO, CALLE, DE;15;CargayDescarga;Línea;3;16,8;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.7078075380;40.4596634240
440283,2600000000;4479216,4800000000;28-02-2020;06  TETUÁN;06-06 BERRUGUETE;RUIZ PALACIOS, CALLE, DE;2;CargayDescarga;Línea;1;8,7;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 ;-3.7043508830;40.4614734550
440639,0700000000;4478978,4100000000;10-05-2019;06  TETUÁN;06-06 BERRUGUETE;TABLADA, CALLE, DE;3;CargayDescarga;Línea;2;12;Laborables de 09:00 a 20:00 ;-3.7001321950;40.4593540840
439424,1500000000;4476604,8600000000;01-01-1900;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;63;CargayDescarga;Línea;3;15; LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO DE HORARIO REGULACION SER;-3.7142341190;40.4378850120
439420,1100000000;4476531,8900000000;01-01-1900;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;76;CargayDescarga;Línea;4;19,9;RESERVA COMPARTIDA LABORABLES DE 8  A 14 Y DE 16.30 A 19H EXCEPTO CARGA Y DESCARGA MÁXIMO 30 MINUTOS RESTO DE HORARIO REGULACIÓN SER;-3.7142746840;40.4372271990
439428,9500000000;4476690,0900000000;04-08-2005;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;73;CargayDescarga;Línea;6;28;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7141856460;40.4386528900
439406,1700000000;4476291,2300000000;01-01-1900;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;43;CargayDescarga;Línea;8;41; LAB. DE 7 A 18 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO DE HORARIO REGULACION SER;-3.7144161470;40.4350580380
439415,8800000000;4476304,4300000000;01-01-1900;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;54;CargayDescarga;Línea;3;15; LAB. DE LUNES A VIERNESDE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOSRESTO DE HORARIO REGULACION SER;-3.7143029310;40.4351775570
439409,5500000000;4476190,7300000000;01-01-1900;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;46;CargayDescarga;Línea;2;10;RESERVA COMPARTIDA LAB.. DE 9 A 20 HORAS EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO DE HORARIO REGULACION SER;-3.7143667010;40.4341527080
439409,5500000000;4476347,7900000000;01-01-1900;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;47;CargayDescarga;Línea;3;17,6; LAB. DE LUNES A VIERNESDE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOSRESTO DE HORARIO REGULACION SER;-3.7143817130;40.4355680850
439425,2400000000;4476463,9200000000;01-01-1900;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;68;CargayDescarga;Línea;4;18,9;RESERVA COMPARTIDA LABORABLES DE 9 A 20 HORAS EXCEPTO CARGA Y DESCARGA MÁXIMO 30 MINUTOS, RESTO DE HORARIO REGULACIÓN SER;-3.7142077630;40.4366149940
439398,5200000000;4475995,3900000000;01-01-1900;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;22;CargayDescarga;Línea;3;14,5;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7144781990;40.4323920660
439387,1600000000;4475954,8900000000;06-10-2000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;15;CargayDescarga;Línea;3;15,7;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA;-3.7146082030;40.4320265760
439394,1700000000;4475914,1500000000;30-06-2000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;14;CargayDescarga;Línea;3;16;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.7145216860;40.4316598830
439383,4200000000;4475884,8200000000;06-09-2005;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;9;CargayDescarga;Línea;3;15,1;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.7146456740;40.4313949470
